CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
CUST01129,55,Male,Month-to-month,51.14,858.65,Yes,Fiber optic,16.0,Yes,Credit card,No
CUST01130,52,Female,One year,32.11,1231.6,Yes,Fiber optic,35.0,Yes,Electronic check,No
CUST01131,47,Male,Month-to-month,106.47,3861.79,No,Fiber optic,36.0,Yes,Bank transfer,No
CUST01132,48,Male,Two year,69.34,3824.15,No,DSL,56.0,No,Mailed check,No
CUST01133,66,Female,Month-to-month,77.21,1529.07,No,DSL,19.0,No,Credit card,No
CUST01134,22,Male,One year,76.94,4409.94,No,No,57.0,Yes,Credit card,Yes
CUST01135,61,Female,Month-to-month,61.05,2016.08,No,DSL,33.0,Yes,Credit card,Yes
CUST01136,67,Male,Month-to-month,39.25,956.12,No,DSL,23.0,Yes,Bank transfer,No
CUST01137,31,Male,Month-to-month,94.51,6072.53,No,Fiber optic,63.0,No,Bank transfer,No
CUST01138,28,Female,Two year,32.71,2280.25,No,No,70.0,Yes,Credit card,No
CUST01139,26,Female,Two year,30.39,626.93,Yes,DSL,22.0,No,Bank transfer,No
CUST01140,51,Female,Month-to-month,91.01,6164.04,No,Fiber optic,67.0,Yes,Mailed check,No
CUST01141,29,Male,Month-to-month,40.88,2544.74,No,DSL,59.0,Yes,Mailed check,No
CUST01142,52,Male,Two year,,1274.24,No,Fiber optic,25.0,Yes,Electronic check,No
CUST01143,52,Male,Month-to-month,,1149.39,No,Fiber optic,,Yes,Bank transfer,No
CUST01144,18,Female,Month-to-month,64.94,2541.27,No,DSL,39.0,Yes,Bank transfer,No
CUST01145,57,Female,One year,90.86,3566.01,No,No,39.0,No,Credit card,No
CUST01146,39,Female,Two year,82.34,1905.74,No,Fiber optic,24.0,No,Mailed check,No
CUST01147,46,Male,Month-to-month,84.44,3224.01,No,DSL,38.0,No,Bank transfer,No
CUST01148,25,Male,Month-to-month,91.41,5224.04,No,DSL,57.0,Yes,Bank transfer,No
CUST01149,28,Female,Two year,49.26,2178.24,No,DSL,44.0,Yes,Bank transfer,No
CUST01150,58,Male,Month-to-month,52.23,1888.63,No,Fiber optic,36.0,Yes,Credit card,No
CUST01151,54,Female,Month-to-month,63.8,4470.81,No,DSL,70.0,Yes,Mailed check,No
CUST01152,31,Male,One year,50.75,2178.68,No,DSL,45.0,Yes,Bank transfer,No
CUST01153,47,Male,Two year,118.49,3044.69,No,Fiber optic,26.0,Yes,Bank transfer,No
CUST01154,52,Female,Month-to-month,101.41,1158.3,No,DSL,11.0,No,Credit card,No
CUST01155,38,Male,Two year,36.47,1950.96,No,DSL,52.0,Yes,Electronic check,No
CUST01156,54,Male,One year,20.56,492.86,Yes,Fiber optic,25.0,No,Credit card,No
CUST01157,22,Female,Month-to-month,24.28,704.85,No,DSL,31.0,No,Bank transfer,No
CUST01158,36,Female,Two year,44.41,2034.3,Yes,Fiber optic,45.0,Yes,Mailed check,No
CUST01159,31,Male,Month-to-month,31.43,2119.45,No,No,67.0,No,Mailed check,No
CUST01160,43,Female,Month-to-month,73.33,2927.1,No,Fiber optic,40.0,Yes,Bank transfer,No
CUST01161,21,Male,One year,105.8,4909.89,No,Fiber optic,46.0,Yes,Electronic check,No
CUST01162,42,Female,Month-to-month,93.68,4999.78,No,Fiber optic,54.0,Yes,Credit card,No
CUST01163,62,Male,Month-to-month,41.56,1762.01,Yes,Fiber optic,41.0,Yes,Bank transfer,No
CUST01164,59,Male,Month-to-month,59.93,2202.24,No,DSL,38.0,Yes,Bank transfer,No
CUST01165,42,Female,Month-to-month,70.79,2507.18,No,DSL,36.0,Yes,Bank transfer,No
CUST01166,35,Male,Two year,101.02,4392.84,Yes,Fiber optic,44.0,No,Credit card,No
CUST01167,57,Male,One year,103.91,5893.75,No,DSL,57.0,No,Mailed check,Yes
CUST01168,25,Female,Two year,110.97,7339.32,No,Fiber optic,66.0,Yes,Credit card,No
CUST01169,56,Female,Month-to-month,70.92,2161.52,Yes,Fiber optic,30.0,Yes,Bank transfer,No
CUST01170,57,Male,Month-to-month,89.43,890.22,No,DSL,10.0,Yes,Mailed check,No
CUST01171,31,Female,Month-to-month,31.18,1838.1,No,Fiber optic,61.0,Yes,Electronic check,No
CUST01172,49,Female,Month-to-month,76.53,,No,Fiber optic,63.0,Yes,Bank transfer,Yes
CUST01173,68,Male,Month-to-month,44.87,1657.64,Yes,DSL,36.0,Yes,Mailed check,No
CUST01174,55,Male,One year,63.17,3447.31,Yes,Fiber optic,54.0,Yes,Mailed check,No
CUST01175,50,Female,Two year,83.41,5475.19,Yes,DSL,65.0,Yes,Mailed check,No
CUST01176,40,Female,Two year,45.7,176.18,No,Fiber optic,4.0,Yes,Bank transfer,No
CUST01177,32,Female,Month-to-month,25.22,1420.51,No,Fiber optic,,Yes,Electronic check,No
CUST01178,50,Male,Two year,21.02,1103.1,Yes,Fiber optic,54.0,Yes,Mailed check,No
CUST01179,42,Male,Month-to-month,22.22,1446.11,No,DSL,64.0,No,Bank transfer,No
CUST01180,34,Male,Month-to-month,20.83,434.28,No,DSL,22.0,No,Mailed check,Yes
CUST01181,50,Male,Two year,31.04,735.29,Yes,No,25.0,Yes,Credit card,No
CUST01182,64,Male,One year,43.95,,Yes,Fiber optic,59.0,Yes,Mailed check,No
CUST01183,19,Male,Month-to-month,,2409.83,Yes,Fiber optic,57.0,Yes,Bank transfer,No
CUST01184,31,Male,Month-to-month,118.68,6454.3,Yes,No,54.0,Yes,Mailed check,No
CUST01185,57,Female,Month-to-month,50.6,2162.17,No,Fiber optic,44.0,No,Mailed check,No
CUST01186,57,Female,One year,32.74,1748.84,No,DSL,52.0,Yes,Credit card,No
CUST01187,68,Male,Month-to-month,74.56,1199.45,No,Fiber optic,16.0,No,Credit card,Yes
CUST01188,56,Male,Two year,105.8,1746.2,No,No,16.0,Yes,Bank transfer,Yes
CUST01189,68,Male,Month-to-month,87.81,4882.43,No,DSL,55.0,No,Electronic check,No
CUST01190,23,Female,Month-to-month,49.61,2904.53,No,Fiber optic,61.0,Yes,Electronic check,No
CUST01191,23,Male,Month-to-month,76.16,3098.83,No,No,40.0,Yes,Electronic check,No
CUST01192,20,Female,One year,91.49,,No,DSL,21.0,Yes,Electronic check,No
CUST01193,24,Female,Month-to-month,92.81,6062.54,No,DSL,66.0,No,Bank transfer,No
CUST01194,68,Female,One year,129.97500000000002,615.11,No,Fiber optic,8.0,Yes,Bank transfer,Yes
CUST01195,25,Female,Two year,107.08,7641.42,No,DSL,71.0,Yes,Credit card,No
CUST01196,59,Female,Two year,107.01,1075.78,No,Fiber optic,10.0,No,Credit card,No
CUST01197,69,Male,Two year,77.89,4407.61,No,Fiber optic,57.0,Yes,Electronic check,No
CUST01198,32,Male,Two year,62.99,323.9,Yes,DSL,4.0,Yes,Credit card,Yes
CUST01199,64,Female,One year,84.16,3634.01,Yes,Fiber optic,43.0,No,Bank transfer,No
CUST01200,46,Male,Two year,101.82,6310.36,No,DSL,63.0,Yes,Electronic check,No
CUST01201,50,Female,Month-to-month,20.57,833.63,Yes,DSL,43.0,Yes,Mailed check,No
CUST01202,69,Female,Month-to-month,119.2,8038.52,No,DSL,67.0,Yes,Mailed check,Yes
CUST01203,47,Male,Month-to-month,38.29,1954.58,No,Fiber optic,51.0,Yes,Mailed check,No
CUST01204,56,Male,Month-to-month,67.02,3717.13,No,DSL,56.0,Yes,Credit card,No
CUST01205,44,Male,Month-to-month,107.2,4632.22,No,DSL,,Yes,Electronic check,No
CUST01206,53,Male,Two year,42.5,989.61,No,No,24.0,Yes,Mailed check,No
CUST01207,46,Male,Month-to-month,67.68,2238.77,No,No,34.0,Yes,Electronic check,Yes
CUST01208,55,Female,Month-to-month,33.26,2013.18,No,DSL,59.0,No,Bank transfer,No
CUST01209,50,Male,One year,59.51,177.4,Yes,DSL,2.0,No,Mailed check,No
CUST01210,54,Male,Month-to-month,37.71,99.48,No,Fiber optic,2.0,No,Mailed check,No
CUST01211,44,Male,Month-to-month,56.36,486.87,No,Fiber optic,10.0,Yes,Mailed check,No
CUST01212,50,Female,Month-to-month,57.35,1411.56,No,No,23.0,No,Bank transfer,Yes
CUST01213,21,Male,Month-to-month,,1880.6,Yes,DSL,15.0,Yes,Electronic check,No
CUST01214,39,Female,Month-to-month,119.48,2094.81,No,DSL,17.0,Yes,Mailed check,No
CUST01215,19,Male,One year,31.48,455.91,No,Fiber optic,14.0,Yes,Mailed check,No
CUST01216,27,Male,One year,92.6,1486.15,Yes,Fiber optic,,No,Electronic check,No
CUST01217,22,Female,Month-to-month,25.17,827.3,No,Fiber optic,32.0,Yes,Credit card,No
CUST01218,27,Male,Month-to-month,23.02,472.38,No,Fiber optic,23.0,Yes,Credit card,No
CUST01219,50,Male,Month-to-month,,1010.77,No,Fiber optic,34.0,No,Mailed check,No
CUST01220,55,Female,One year,116.55,1835.49,Yes,DSL,16.0,No,Mailed check,Yes
CUST01221,30,Male,Month-to-month,114.09,3909.42,Yes,Fiber optic,34.0,Yes,Credit card,Yes
CUST01222,48,Female,Month-to-month,39.39,2809.04,Yes,DSL,71.0,Yes,Credit card,Yes
CUST01223,64,Female,One year,36.17,1145.7,Yes,Fiber optic,33.0,Yes,Mailed check,No
CUST01224,53,Female,Month-to-month,,2915.77,No,No,68.0,Yes,Electronic check,No
CUST01225,62,Female,Month-to-month,71.55,3094.43,Yes,Fiber optic,43.0,No,Credit card,No
CUST01226,41,Female,Month-to-month,76.97,4872.92,No,DSL,64.0,No,Mailed check,Yes
CUST01227,69,Male,Two year,42.16,2930.6,Yes,Fiber optic,71.0,Yes,Bank transfer,No
CUST01228,32,Male,Two year,95.66,1826.7,Yes,DSL,18.0,Yes,Electronic check,No
CUST01229,46,Male,One year,50.96,3580.76,Yes,DSL,68.0,Yes,Mailed check,No
CUST01230,25,Female,Month-to-month,112.21,6822.36,Yes,Fiber optic,61.0,Yes,Bank transfer,No
CUST01231,22,Female,One year,85.67,1622.23,Yes,Fiber optic,20.0,Yes,Credit card,Yes
CUST01232,46,Female,Two year,63.64,760.58,No,Fiber optic,11.0,Yes,Bank transfer,No
CUST01233,64,Female,Two year,98.99,4570.35,No,Fiber optic,46.0,Yes,Bank transfer,No
CUST01234,21,Male,Month-to-month,,6553.06,Yes,DSL,64.0,Yes,Bank transfer,No
CUST01235,29,Male,Two year,,1341.66,No,DSL,28.0,No,Credit card,No
CUST01236,62,Female,Month-to-month,53.97,2538.65,Yes,DSL,48.0,Yes,Bank transfer,No
CUST01237,19,Female,Month-to-month,113.6,3964.03,Yes,Fiber optic,35.0,Yes,Credit card,Yes
CUST01238,44,Male,One year,36.47,300.47,No,Fiber optic,8.0,Yes,Mailed check,No
CUST01239,48,Female,Month-to-month,24.22,496.27,No,No,22.0,Yes,Bank transfer,No
CUST01240,68,Female,Two year,65.41,1634.67,No,Fiber optic,24.0,No,Electronic check,No
CUST01241,68,Female,Month-to-month,100.12,6521.05,Yes,Fiber optic,66.0,Yes,Mailed check,No
CUST01242,53,Male,One year,97.17,6239.34,No,DSL,64.0,No,Credit card,No
CUST01243,53,Male,Two year,111.95,7283.06,No,DSL,65.0,Yes,Mailed check,No
CUST01244,43,Female,Two year,73.32,1087.42,No,Fiber optic,14.0,Yes,Bank transfer,No
CUST01245,60,Male,Month-to-month,45.015,702.29,No,Fiber optic,25.0,Yes,Credit card,Yes
CUST01246,44,Female,Month-to-month,78.87,271.9,No,Fiber optic,3.0,No,Bank transfer,No
CUST01247,22,Female,One year,97.84,513.06,No,Fiber optic,5.0,No,Mailed check,No
CUST01248,37,Male,Month-to-month,29.33,1918.66,No,No,65.0,Yes,Electronic check,Yes
CUST01249,28,Female,Two year,37.27,1968.25,No,DSL,54.0,Yes,Mailed check,No
CUST01250,27,Female,Two year,21.23,364.71,No,DSL,19.0,Yes,Mailed check,No
CUST01251,57,Male,Month-to-month,79.37,4271.16,Yes,Fiber optic,54.0,No,Bank transfer,No
CUST01252,55,Female,Month-to-month,108.67,1061.57,No,DSL,10.0,Yes,Electronic check,No
CUST01253,23,Female,Month-to-month,87.07,1456.13,No,Fiber optic,16.0,Yes,Bank transfer,No
CUST01254,25,Female,Two year,118.2,5443.98,No,DSL,46.0,No,Bank transfer,Yes
CUST01255,40,Male,Month-to-month,26.3,802.44,No,Fiber optic,29.0,Yes,Bank transfer,No
CUST01256,64,Female,Month-to-month,110.3,1581.94,No,DSL,15.0,No,Credit card,No
CUST01257,43,Male,Month-to-month,101.41,,No,DSL,48.0,No,Bank transfer,No
CUST01258,63,Female,One year,51.42,556.73,No,Fiber optic,11.0,No,Electronic check,No
CUST01259,60,Female,Month-to-month,,3925.99,No,DSL,34.0,No,Bank transfer,No
CUST01260,29,Female,Month-to-month,48.79,1758.43,Yes,DSL,36.0,Yes,Bank transfer,Yes
CUST01261,43,Female,Two year,108.93,3225.74,No,Fiber optic,30.0,Yes,Electronic check,No
CUST01262,30,Male,Two year,108.07,2068.64,No,No,19.0,Yes,Mailed check,No
CUST01263,57,Male,One year,95.77,6473.22,No,DSL,68.0,No,Bank transfer,No
CUST01264,35,Female,Month-to-month,76.35,5372.55,No,DSL,70.0,Yes,Mailed check,No
CUST01265,42,Female,Month-to-month,32.0,1011.95,Yes,Fiber optic,33.0,Yes,Bank transfer,No
CUST01266,50,Female,One year,73.2,1517.18,Yes,Fiber optic,,No,Bank transfer,No
CUST01267,64,Female,Month-to-month,55.68,2047.12,No,No,36.0,No,Credit card,No
CUST01268,57,Female,Two year,,2243.62,No,DSL,23.0,Yes,Electronic check,No
CUST01269,60,Female,One year,95.81,6104.66,No,Fiber optic,63.0,Yes,Electronic check,No
CUST01270,29,Female,Month-to-month,111.06,2855.48,Yes,DSL,26.0,Yes,Mailed check,No
CUST01271,61,Female,Two year,21.48,1247.67,No,DSL,60.0,Yes,Credit card,No
CUST01272,53,Male,Two year,100.91,490.35,No,DSL,5.0,Yes,Bank transfer,No
CUST01273,65,Male,Month-to-month,113.85,6119.88,No,DSL,,Yes,Credit card,No
CUST01274,21,Male,One year,98.93,3765.65,No,Fiber optic,38.0,Yes,Electronic check,Yes
CUST01275,22,Female,Month-to-month,33.02,2067.37,Yes,DSL,62.0,Yes,Bank transfer,Yes
CUST01276,54,Female,Month-to-month,28.13,730.96,No,Fiber optic,25.0,Yes,Bank transfer,No
CUST01277,25,Female,Month-to-month,22.08,260.67,No,Fiber optic,12.0,No,Mailed check,No
CUST01278,59,Male,One year,82.87,1748.1,No,DSL,22.0,Yes,Credit card,No
CUST01279,66,Female,Two year,82.97,832.9,No,Fiber optic,9.0,Yes,Bank transfer,No
CUST01280,45,Male,One year,118.69,3423.54,No,No,29.0,Yes,Electronic check,No
CUST01281,48,Female,Month-to-month,59.8,2610.13,No,Fiber optic,44.0,No,Mailed check,No
CUST01282,26,Male,One year,53.19,1431.69,No,DSL,27.0,No,Electronic check,No
CUST01283,68,Male,Month-to-month,82.44,4521.13,Yes,DSL,55.0,Yes,Mailed check,No
CUST01284,46,Male,Two year,102.56,425.35,No,DSL,5.0,No,Credit card,No
CUST01285,31,Female,Month-to-month,113.68,5940.11,Yes,Fiber optic,52.0,Yes,Mailed check,No
CUST01286,57,Male,Month-to-month,100.31,1263.01,Yes,DSL,,Yes,Credit card,No
CUST01287,58,Female,Month-to-month,62.67,2615.95,Yes,Fiber optic,42.0,Yes,Credit card,No
CUST01288,39,Female,One year,83.49,1340.32,Yes,DSL,15.0,Yes,Bank transfer,No
CUST01289,28,Female,Month-to-month,105.63,1948.56,Yes,Fiber optic,18.0,Yes,Credit card,No
CUST01290,40,Female,One year,103.59,,No,Fiber optic,50.0,Yes,Mailed check,No
CUST01291,18,Female,Month-to-month,41.67,49.49,Yes,DSL,2.0,Yes,Mailed check,No
CUST01292,63,Male,Month-to-month,,517.11,No,Fiber optic,13.0,Yes,Bank transfer,No
CUST01293,54,Female,Month-to-month,20.02,1381.52,No,Fiber optic,68.0,Yes,Mailed check,No
CUST01294,38,Female,Two year,91.82,4312.81,Yes,Fiber optic,47.0,Yes,Credit card,No
CUST01295,43,Female,Two year,31.11,1517.97,No,Fiber optic,50.0,Yes,Mailed check,Yes
CUST01296,63,Female,Month-to-month,44.38,586.79,No,Fiber optic,12.0,No,Electronic check,No
CUST01297,53,Female,Month-to-month,49.79,621.56,No,No,13.0,No,Electronic check,No
CUST01298,40,Male,Month-to-month,76.04,691.17,No,Fiber optic,9.0,Yes,Bank transfer,No
CUST01299,18,Male,One year,59.8,3573.86,No,DSL,59.0,Yes,Credit card,No
CUST01300,68,Female,Month-to-month,87.47,3887.31,No,DSL,45.0,Yes,Mailed check,No
CUST01301,57,Male,Two year,25.56,,No,DSL,70.0,No,Bank transfer,Yes
CUST01302,32,Male,Two year,32.39,1518.58,No,DSL,43.0,Yes,Bank transfer,No
CUST01303,38,Female,Month-to-month,69.92,1565.16,No,Fiber optic,23.0,Yes,Credit card,No
CUST01304,64,Male,Month-to-month,53.7,2497.34,No,Fiber optic,45.0,Yes,Bank transfer,No
CUST01305,26,Female,Two year,49.58,1137.69,Yes,Fiber optic,23.0,Yes,Electronic check,No
CUST01306,26,Male,Two year,26.7,886.51,No,DSL,34.0,No,Bank transfer,No
CUST01307,27,Male,Month-to-month,109.57,1736.79,Yes,Fiber optic,16.0,Yes,Mailed check,No
CUST01308,69,Male,Month-to-month,89.18,5615.23,No,Fiber optic,63.0,No,Electronic check,No
CUST01309,43,Female,Month-to-month,32.16,1707.06,No,No,,No,Electronic check,No
CUST01310,58,Male,Month-to-month,26.5,885.81,No,DSL,32.0,No,Electronic check,No
CUST01311,52,Male,Month-to-month,117.49,4454.04,No,DSL,38.0,No,Mailed check,No
CUST01312,69,Female,Month-to-month,88.12,4841.43,No,DSL,56.0,Yes,Credit card,Yes
CUST01313,42,Female,One year,61.75,4261.78,No,Fiber optic,69.0,Yes,Bank transfer,No
CUST01314,43,Male,Month-to-month,,1539.53,No,DSL,17.0,Yes,Bank transfer,No
CUST01315,28,Female,Month-to-month,95.63,3792.5,No,Fiber optic,39.0,Yes,Electronic check,No
CUST01316,55,Male,Month-to-month,98.0,3944.49,No,DSL,41.0,Yes,Electronic check,No
CUST01317,19,Male,Two year,67.79,3229.24,Yes,DSL,48.0,Yes,Bank transfer,No
CUST01318,24,Female,Two year,62.99,1737.47,No,DSL,28.0,Yes,Mailed check,Yes
CUST01319,35,Female,Month-to-month,,1052.21,No,Fiber optic,50.0,Yes,Electronic check,No
CUST01320,44,Female,Month-to-month,112.66,117.21,Yes,Fiber optic,1.0,Yes,Electronic check,No
CUST01321,51,Male,Two year,80.33,4038.42,No,Fiber optic,,No,Mailed check,No
CUST01322,44,Female,Month-to-month,40.32,671.34,Yes,DSL,19.0,No,Credit card,Yes
CUST01323,34,Male,Month-to-month,111.96,6614.29,No,DSL,59.0,No,Electronic check,No
CUST01324,60,Female,Month-to-month,111.49,7593.6,Yes,Fiber optic,68.0,Yes,Credit card,No
CUST01325,61,Male,Month-to-month,118.92,7971.4,No,DSL,67.0,Yes,Mailed check,No
CUST01326,68,Female,Month-to-month,107.41,4394.93,Yes,DSL,41.0,Yes,Bank transfer,No
CUST01327,41,Male,Two year,119.78,1026.81,No,DSL,10.0,Yes,Bank transfer,No
CUST01328,42,Female,One year,44.47,,No,DSL,,Yes,Credit card,Yes
CUST01329,24,Male,Month-to-month,104.22,3494.82,No,DSL,34.0,No,Electronic check,Yes
CUST01330,69,Female,Two year,102.3,4020.39,No,DSL,39.0,Yes,Bank transfer,No
CUST01331,23,Female,Month-to-month,43.09,2475.55,No,Fiber optic,56.0,Yes,Mailed check,No
CUST01332,41,Male,Month-to-month,29.84,1467.87,No,Fiber optic,52.0,No,Electronic check,No
CUST01333,50,Female,One year,117.94,382.98,Yes,Fiber optic,3.0,No,Credit card,No
CUST01334,66,Male,One year,49.6,1079.02,Yes,DSL,23.0,No,Credit card,Yes
CUST01335,46,Male,Month-to-month,107.09,1818.41,Yes,Fiber optic,17.0,Yes,Credit card,No
CUST01336,60,Female,Month-to-month,20.41,1442.81,No,DSL,,No,Credit card,No
CUST01337,39,Male,One year,22.1,612.42,No,Fiber optic,26.0,Yes,Mailed check,No
CUST01338,43,Female,One year,66.59,1229.02,No,Fiber optic,18.0,Yes,Bank transfer,No
CUST01339,45,Female,One year,43.87,2031.13,No,Fiber optic,46.0,Yes,Credit card,No
CUST01340,67,Male,Month-to-month,88.98,6146.43,No,Fiber optic,70.0,Yes,Bank transfer,No
CUST01341,38,Female,Month-to-month,76.56,2247.62,Yes,DSL,31.0,No,Bank transfer,No
CUST01342,66,Male,Month-to-month,27.75,295.36,Yes,Fiber optic,,No,Credit card,Yes
CUST01343,24,Male,Month-to-month,36.26,1306.42,No,Fiber optic,35.0,Yes,Electronic check,No
CUST01344,34,Female,Two year,58.8,3478.13,Yes,Fiber optic,60.0,Yes,Credit card,No
CUST01345,37,Female,Month-to-month,,2446.65,No,Fiber optic,63.0,Yes,Mailed check,No
CUST01346,58,Male,Month-to-month,99.22,5148.98,Yes,DSL,52.0,Yes,Electronic check,No
CUST01347,66,Male,One year,61.61,3011.6,No,DSL,48.0,Yes,Credit card,Yes
CUST01348,37,Female,Month-to-month,29.34,1793.92,No,Fiber optic,61.0,Yes,Bank transfer,No
CUST01349,39,Female,Month-to-month,68.43,1687.34,No,DSL,24.0,Yes,Bank transfer,No
CUST01350,45,Female,Two year,29.08,1655.96,No,DSL,58.0,No,Electronic check,No
CUST01351,57,Female,Two year,32.89,2119.21,No,No,64.0,Yes,Mailed check,No
CUST01352,66,Male,One year,43.96,1298.17,Yes,DSL,30.0,No,Bank transfer,No
CUST01353,24,Female,Month-to-month,105.95,3041.63,Yes,Fiber optic,29.0,Yes,Mailed check,Yes
CUST01354,18,Male,One year,,1008.11,Yes,Fiber optic,10.0,Yes,Bank transfer,No
CUST01355,49,Male,One year,102.63,4048.74,No,DSL,39.0,No,Electronic check,No
CUST01356,30,Female,Month-to-month,53.41,,No,No,55.0,Yes,Credit card,No
CUST01357,47,Male,Month-to-month,47.24,1253.32,Yes,DSL,28.0,No,Bank transfer,Yes
CUST01358,40,Female,Two year,74.92,1383.24,No,DSL,18.0,No,Electronic check,No
CUST01359,68,Male,Month-to-month,92.19,3812.39,No,DSL,41.0,Yes,Electronic check,No
CUST01360,36,Female,One year,119.34,7731.37,No,Fiber optic,65.0,Yes,Credit card,No
CUST01361,49,Male,Month-to-month,33.16,1488.49,No,No,46.0,No,Credit card,No
CUST01362,47,Male,Month-to-month,24.93,1554.83,No,Fiber optic,60.0,Yes,Electronic check,No
CUST01363,46,Female,Month-to-month,89.44,858.72,No,Fiber optic,9.0,Yes,Bank transfer,Yes
CUST01364,66,Female,Two year,,4667.47,No,DSL,45.0,No,Mailed check,Yes
CUST01365,62,Male,Month-to-month,104.63,6251.8,No,Fiber optic,60.0,Yes,Mailed check,No
CUST01366,46,Male,One year,87.85,2514.27,Yes,Fiber optic,28.0,Yes,Credit card,Yes
CUST01367,47,Female,One year,115.4,304.37,Yes,DSL,3.0,Yes,Bank transfer,Yes
CUST01368,33,Male,One year,71.1,3697.13,No,Fiber optic,51.0,Yes,Electronic check,No
CUST01369,57,Female,Two year,111.38,972.65,Yes,Fiber optic,8.0,Yes,Mailed check,No
CUST01370,36,Male,One year,116.78,8233.67,No,Fiber optic,70.0,Yes,Mailed check,No
CUST01371,35,Female,Month-to-month,104.72,6195.62,No,DSL,59.0,Yes,Bank transfer,No
CUST01372,18,Male,Two year,50.98,2982.41,No,No,61.0,Yes,Electronic check,Yes
CUST01373,31,Female,One year,39.62,2288.72,Yes,DSL,58.0,No,Credit card,No
CUST01374,68,Female,Month-to-month,74.81,5324.94,No,Fiber optic,70.0,Yes,Mailed check,No
CUST01375,64,Male,Month-to-month,65.3,830.45,No,DSL,12.0,No,Bank transfer,No
CUST01376,67,Female,Two year,107.78,991.79,Yes,No,9.0,Yes,Credit card,No
CUST01377,19,Male,Month-to-month,30.0,1435.96,No,DSL,49.0,No,Bank transfer,Yes
CUST01378,45,Female,One year,45.77,,Yes,Fiber optic,17.0,Yes,Electronic check,No
CUST01379,66,Female,Month-to-month,95.18,5061.07,No,DSL,54.0,Yes,Bank transfer,No
CUST01380,67,Female,Month-to-month,29.5,1289.46,Yes,Fiber optic,44.0,No,Credit card,No
CUST01381,47,Male,One year,52.08,1753.55,No,No,32.0,Yes,Electronic check,No
CUST01382,55,Female,Month-to-month,58.72,2014.98,No,No,,No,Mailed check,No
CUST01383,68,Male,Month-to-month,82.26,4061.2,No,DSL,49.0,Yes,Credit card,No
CUST01384,21,Female,One year,,1845.88,No,DSL,54.0,No,Bank transfer,No
CUST01385,18,Male,Month-to-month,106.06,1664.35,No,DSL,16.0,Yes,Mailed check,No
CUST01386,25,Male,One year,64.75,785.97,Yes,Fiber optic,12.0,Yes,Electronic check,No
CUST01387,46,Male,Two year,111.7,911.28,No,Fiber optic,8.0,Yes,Credit card,No
CUST01388,56,Female,One year,66.79,1505.96,Yes,Fiber optic,21.0,Yes,Electronic check,No
CUST01389,20,Male,Month-to-month,47.5,2254.8,No,DSL,48.0,Yes,Electronic check,Yes
CUST01390,49,Female,Month-to-month,34.18,303.16,No,DSL,8.0,Yes,Bank transfer,No
CUST01391,27,Male,One year,20.37,598.68,No,Fiber optic,28.0,No,Bank transfer,No
CUST01392,27,Male,Two year,73.22,702.76,Yes,DSL,10.0,Yes,Bank transfer,No
CUST01393,36,Male,Two year,30.72,1645.24,Yes,DSL,52.0,No,Mailed check,No
CUST01394,63,Male,Two year,59.17,920.96,No,DSL,15.0,No,Mailed check,No
CUST01395,51,Female,Month-to-month,78.93,302.05,No,DSL,4.0,Yes,Bank transfer,No
CUST01396,50,Male,Month-to-month,47.57,,No,DSL,62.0,Yes,Mailed check,No
CUST01397,40,Male,Month-to-month,37.52,,No,No,4.0,Yes,Credit card,No
CUST01398,45,Female,Month-to-month,97.47,3951.99,Yes,DSL,41.0,Yes,Electronic check,Yes
CUST01399,49,Male,Month-to-month,114.68,6306.32,No,Fiber optic,,No,Bank transfer,No
CUST01400,67,Male,Two year,30.04,878.49,Yes,Fiber optic,,Yes,Electronic check,Yes
CUST01401,24,Male,Month-to-month,35.56,1654.64,Yes,Fiber optic,47.0,Yes,Electronic check,No
CUST01402,46,Male,Month-to-month,116.0,1013.18,Yes,DSL,9.0,Yes,Electronic check,No
CUST01403,25,Female,Month-to-month,23.78,36.02,No,DSL,2.0,Yes,Credit card,No
CUST01404,18,Female,Two year,117.76,7931.35,Yes,DSL,,Yes,Credit card,No
CUST01405,20,Male,One year,20.46,914.49,No,Fiber optic,48.0,Yes,Mailed check,No
CUST01406,41,Female,One year,107.37,7451.6,Yes,Fiber optic,69.0,No,Electronic check,No
CUST01407,40,Female,Two year,50.73,1446.04,Yes,No,28.0,Yes,Mailed check,Yes
CUST01408,25,Male,Month-to-month,113.86,1526.21,No,DSL,14.0,Yes,Electronic check,No
CUST01409,64,Female,One year,51.69,2365.98,No,Fiber optic,46.0,No,Bank transfer,No
CUST01410,54,Male,Month-to-month,85.43,,No,Fiber optic,,Yes,Electronic check,No
CUST01411,20,Female,Month-to-month,28.0,352.48,No,DSL,,Yes,Electronic check,No
CUST01412,68,Female,Two year,44.23,1717.43,Yes,DSL,40.0,Yes,Credit card,Yes
CUST01413,50,Female,One year,97.37,2844.95,No,Fiber optic,30.0,Yes,Bank transfer,No
CUST01414,45,Male,Month-to-month,72.87,4707.65,No,DSL,,Yes,Mailed check,No
CUST01415,64,Female,Month-to-month,112.8,6594.29,No,Fiber optic,58.0,Yes,Bank transfer,No
CUST01416,25,Male,One year,62.88,3058.15,No,DSL,48.0,Yes,Credit card,No
